code,norm_code,name,category,sub_category,swatch_type,swatch_file,hex_catalog,hex_sampled,source_page,roll_size,supplier_price_per_m,supplier_price_per_roll,availability_flag,orderable,manage_stock,available_m,stock_status,stock_tab,stock_raw_code,in_price_sheet
ZX179,ZX179,Heimish Oak,02 Wood,Premium Wood,image,ZX179.jpg,#C0A985,#C9B28C,41,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX180,ZX180,Washed Oak,02 Wood,Premium Wood,image,ZX180.jpg,#AC9C81,#B4A387,41,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
W011,W011,Wash Oak,02 Wood,Standard Wood,image,W011.jpg,#DACAB1,#E5D5BA,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,1664.0,instock,Painted Woods + Woods,W011,True
W012,W012,Oak,02 Wood,Standard Wood,image,W012.jpg,#DDCCB3,#E9D7BC,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W015,W015,Ash,02 Wood,Standard Wood,image,W015.jpg,#C2A680,#CBAD86,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,543.0,instock,Painted Woods + Woods,W015,True
W016,W016,Walnut,02 Wood,Standard Wood,image,W016.jpg,#433A34,#453C36,45,1.22 x 50 m,42.7,2135.0,Special Order,False,True,136.0,instock,Painted Woods + Woods,W016 (NEW),True
W017,W017,Eucalyptus,02 Wood,Standard Wood,image,W017.jpg,#C2A98B,#C2A98B,43,1.22 x 50 m,28.88,1375.0,In Stock,True,True,587.0,instock,Painted Woods + Woods,W017 (NEW),True
W018,W018,Eucalyptus,02 Wood,Standard Wood,image,W018.jpg,#99876F,#99876F,43,1.22 x 50 m,28.88,1375.0,In Stock,True,True,628.0,instock,Painted Woods + Woods,W018 (NEW),True
W134,W134,Maple,02 Wood,Standard Wood,image,W134.jpg,#BC996D,#C6A172,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W141,W141,Walnut,02 Wood,Standard Wood,image,W141.jpg,#A0784F,#A87E53,45,1.22 x 50 m,28.88,1375.0,In Stock,True,True,533.0,instock,Painted Woods + Woods,W141,True
W171,W171,Maple,02 Wood,Standard Wood,image,W171.jpg,#824B2C,#894F2D,45,1.22 x 50 m,42.7,2135.0,Special Order,False,True,12.0,instock,Painted Woods + Woods,W171,True
W177,W177,Africa Limba,02 Wood,Standard Wood,image,W177.jpg,#A47241,#AD7743,45,1.22 x 50 m,42.7,2135.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,W177,True
W183,W183,Pine,02 Wood,Standard Wood,image,W183.jpg,#B37C40,#BC8242,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W189,W189,Maple,02 Wood,Standard Wood,image,W189.jpg,#C4B49E,#CEBDA6,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W192,W192,Castagno Cadduci,02 Wood,Standard Wood,image,W192.jpg,#927D60,#9A8364,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W196,W196,Ash,02 Wood,Standard Wood,image,W196.jpg,#B3A490,#BCAC97,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W198,W198,Oak,02 Wood,Standard Wood,image,W198.jpg,#D2C5B6,#DDCFBF,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,1046.0,instock,Painted Woods + Woods,W198,True
W200,W200,Maple,02 Wood,Standard Wood,image,W200.jpg,#BEA178,#C8A97E,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W206,W206,Walnut,02 Wood,Standard Wood,image,W206.jpg,#75583A,#7B5C3C,45,1.22 x 50 m,28.88,1375.0,In Stock,True,True,1552.0,instock,Painted Woods + Woods,W206,True
W207,W207,Walnut,02 Wood,Standard Wood,image,W207.jpg,#322117,#322117,45,1.22 x 50 m,28.88,1375.0,In Stock,True,True,479.0,instock,Painted Woods + Woods,W207,True
W260,W260,Walnut,02 Wood,Standard Wood,image,W260.jpg,#5B3E2A,#5F412B,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W301,W301,Castagno Cadduci,02 Wood,Standard Wood,image,W301.jpg,#C1A27D,#CBAB83,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W302,W302,Walnut,02 Wood,Standard Wood,image,W302.jpg,#724C2C,#774F2E,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W351,W351,White Oak,02 Wood,Standard Wood,image,W351.jpg,#BCA382,#C5AC88,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,384.0,instock,Painted Woods + Woods,W351,True
W357,W357,Ash,02 Wood,Standard Wood,image,W357.jpg,#977C5A,#9E825E,44,1.22 x 50 m,42.7,2135.0,Special Order,False,True,3.0,instock,Painted Woods + Woods,W357,True
W375,W375,Wash Oak,02 Wood,Standard Wood,image,W375.jpg,#B2A287,#BBAA8E,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,500.0,instock,Painted Woods + Woods,W375,True
W376,W376,Walnut,02 Wood,Standard Wood,image,W376.jpg,#7A5336,#805638,45,1.22 x 50 m,28.88,1375.0,In Stock,True,True,1858.0,instock,Painted Woods + Woods,W376,True
W388,W388,Ash,02 Wood,Standard Wood,image,W388.jpg,#A78251,#B08855,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,335.0,instock,Painted Woods + Woods,W388,True
W389,W389,Ash,02 Wood,Standard Wood,image,W389.jpg,#E1CEB0,#EDD9B9,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W390,W390,Ash,02 Wood,Standard Wood,image,W390.jpg,#C2A270,#CCAA75,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W401,W401,Maple,02 Wood,Standard Wood,image,W401.jpg,#B8986C,#C19F71,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W402,W402,Riven Oak,02 Wood,Standard Wood,image,W402.jpg,#C4AD8A,#C4AD8A,43,1.22 x 50 m,28.88,1375.0,In Stock,True,True,405.0,instock,Painted Woods + Woods,W402 (NEW),True
W403,W403,Riven Oak,02 Wood,Standard Wood,image,W403.jpg,#B59D7A,#B59D7A,43,1.22 x 50 m,28.88,1375.0,In Stock,True,True,473.0,instock,Painted Woods + Woods,W403 (NEW),True
W504,W504,Noce,02 Wood,Standard Wood,image,W504.jpg,#B79564,#C19D68,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W508,W508,Noce,02 Wood,Standard Wood,image,W508.jpg,#925C2A,#99602B,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W528,W528,Noce,02 Wood,Standard Wood,image,W528.jpg,#B7986B,#C19F70,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W531,W531,Sycamore,02 Wood,Standard Wood,image,W531.jpg,#C6A068,#D1A86C,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W538,W538,Pine,02 Wood,Standard Wood,image,W538.jpg,#CA9F61,#D5A765,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,314.0,instock,Painted Woods + Woods,W538,True
W632,W632,Castagno Cadduci,02 Wood,Standard Wood,image,W632.jpg,#987A54,#A08058,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,169.0,instock,Painted Woods + Woods,W632,True
W638,W638,Oak,02 Wood,Standard Wood,image,W638.jpg,#433427,#453528,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W681,W681,Walnut,02 Wood,Standard Wood,image,W681.jpg,#6B5336,#705737,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W705,W705,Noce,02 Wood,Standard Wood,image,W705.jpg,#373330,#393531,45,1.22 x 50 m,28.88,1375.0,In Stock,True,True,2641.0,instock,Painted Woods + Woods,W705,True
W722,W722,Noce,02 Wood,Standard Wood,image,W722.jpg,#3C2B22,#3E2D23,45,1.22 x 50 m,28.88,1375.0,In Stock,True,True,883.0,instock,Painted Woods + Woods,W722,True
W727,W727,RoseWood,02 Wood,Standard Wood,image,W727.jpg,#765D49,#7C614C,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W741,W741,Soft Noche,02 Wood,Standard Wood,image,W741.jpg,#D3BA91,#D3BA91,43,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W742,W742,Soft Noche,02 Wood,Standard Wood,image,W742.jpg,#A6885F,#A6885F,43,1.22 x 50 m,28.88,1375.0,In Stock,True,True,650.0,instock,Painted Woods + Woods,W742 (NEW),True
W816,W816,Cherry,02 Wood,Standard Wood,image,W816.jpg,#543A27,#573C28,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W823,W823,Noce,02 Wood,Standard Wood,image,W823.jpg,#433223,#463324,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W842,W842,Maple,02 Wood,Standard Wood,image,W842.jpg,#A6703B,#AE753D,45,1.22 x 50 m,42.7,2135.0,Special Order,False,True,305.0,instock,Painted Woods + Woods,W842,True
W845,W845,Sycamore,02 Wood,Standard Wood,image,W845.jpg,#BF9157,#C9985B,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W863,W863,Oak,02 Wood,Standard Wood,image,W863.jpg,#D6C5A5,#E1CFAD,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,1329.0,instock,Painted Woods + Woods,W863,True
W864,W864,Oak,02 Wood,Standard Wood,image,W864.jpg,#A67E4F,#AE8452,45,1.22 x 50 m,42.7,2135.0,Special Order,False,True,2.0,instock,Painted Woods + Woods,W864,True
W867,W867,Oak,02 Wood,Standard Wood,image,W867.jpg,#A68458,#AF8B5C,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W870,W870,Teak,02 Wood,Standard Wood,image,W870.jpg,#A78153,#B08857,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W871,W871,Oak,02 Wood,Standard Wood,image,W871.jpg,#D6C7B1,#E2D1BA,44,1.22 x 50 m,42.7,2135.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,W871,True
W874,W874,Oak,02 Wood,Standard Wood,image,W874.jpg,#CAAB7E,#D4B384,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,953.0,instock,Painted Woods + Woods,W874,True
W877,W877,Elm,02 Wood,Standard Wood,image,W877.jpg,#C3A77C,#CDB082,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W878,W878,Oak,02 Wood,Standard Wood,image,W878.jpg,#AD916D,#B69972,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,115.0,instock,Painted Woods + Woods,W878,True
W879,W879,Ash,02 Wood,Standard Wood,image,W879.jpg,#CBAF82,#D5B989,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W880,W880,Ash,02 Wood,Standard Wood,image,W880.jpg,#836A4F,#8A6F52,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W881,W881,Ash,02 Wood,Standard Wood,image,W881.jpg,#B49A6F,#BDA274,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,590.0,instock,Painted Woods + Woods,W881 (NEW),True
W882,W882,Burl Wood,02 Wood,Standard Wood,image,W882.jpg,#9F9288,#A7998E,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W883,W883,Burl Wood,02 Wood,Standard Wood,image,W883.jpg,#282421,#272421,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W933,W933,Oak,02 Wood,Standard Wood,image,W933.jpg,#CCBCA7,#D7C6AF,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W935,W935,Maple,02 Wood,Standard Wood,image,W935.jpg,#C2AC93,#CCB59B,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,1603.0,instock,Painted Woods + Woods,W935,True
W937,W937,Oak,02 Wood,Standard Wood,image,W937.jpg,#C6B296,#D0BB9D,44,1.22 x 50 m,42.7,2135.0,Special Order,False,True,18.0,instock,Painted Woods + Woods,W937,True
W942,W942,Oak,02 Wood,Standard Wood,image,W942.jpg,#99764B,#A17C4E,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W943,W943,Oak,02 Wood,Standard Wood,image,W943.jpg,#8D6B46,#947049,45,1.22 x 50 m,28.88,1375.0,In Stock,True,True,788.0,instock,Painted Woods + Woods,W943,True
W946,W946,Cedar,02 Wood,Standard Wood,image,W946.jpg,#CEBFAE,#D8C9B7,44,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W949,W949,Oak,02 Wood,Standard Wood,image,W949.jpg,#A48055,#AC8658,45,1.22 x 50 m,28.88,1375.0,In Stock,True,True,463.0,instock,Painted Woods + Woods,W949,True
W952,W952,Teak,02 Wood,Standard Wood,image,W952.jpg,#A2825F,#AA8863,44,1.22 x 50 m,28.88,1375.0,In Stock,True,True,536.0,instock,Painted Woods + Woods,W952,True
W953,W953,Teak,02 Wood,Standard Wood,image,W953.jpg,#856B51,#8A6F54,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W954,W954,Walnut,02 Wood,Standard Wood,image,W954.jpg,#6A5D4F,#6E6151,45,1.22 x 50 m,28.88,1375.0,In Stock,True,True,230.0,instock,Painted Woods + Woods,W954 (NEW),True
W955,W955,Walnut,02 Wood,Standard Wood,image,W955.jpg,#473B31,#493D32,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W956,W956,Walnut,02 Wood,Standard Wood,image,W956.jpg,#332E2A,#332E2A,45,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
W957,W957,Velvet Oak,02 Wood,Standard Wood,image,W957.jpg,#987651,#987651,43,1.22 x 50 m,28.88,1375.0,In Stock,True,True,32.0,instock,Painted Woods + Woods,W957 (NEW),True
W958,W958,Velvet Oak,02 Wood,Standard Wood,image,W958.jpg,#8D6F4F,#8D6F4F,43,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
LW101,LW101,Denver Oak,02 Wood,Wood Palette,image,LW101.jpg,#AE8F65,#B69669,12,1.22 x 50 m,78.5,3925.0,Special Order,False,True,2.0,instock,Painted Woods + Woods,LW101,True
LW102,LW102,Denver Oak,02 Wood,Wood Palette,image,LW102.jpg,#A3845A,#AB8A5D,12,1.22 x 50 m,56.6,2695.0,In Stock,True,True,2631.0,instock,Painted Woods + Woods,LW102,True
LW103,LW103,Denver Oak,02 Wood,Wood Palette,image,LW103.jpg,#8E7D69,#94826D,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW104,LW104,Sonama Oak,02 Wood,Wood Palette,image,LW104.jpg,#977651,#9E7B54,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW105,LW105,Sonama Oak,02 Wood,Wood Palette,image,LW105.jpg,#87674B,#8D6B4D,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW106,LW106,Sonama Oak,02 Wood,Wood Palette,image,LW106.jpg,#69523D,#6D553F,12,1.22 x 50 m,56.6,2695.0,In Stock,True,True,2700.0,instock,Painted Woods + Woods,LW106,True
LW107,LW107,Timber Oak,02 Wood,Wood Palette,image,LW107.jpg,#8E7A64,#948068,12,1.22 x 50 m,56.6,2695.0,In Stock,True,True,600.0,instock,Painted Woods + Woods,LW107,True
LW108,LW108,Timber Oak,02 Wood,Wood Palette,image,LW108.jpg,#886643,#8E6A45,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW109,LW109,Timber Oak,02 Wood,Wood Palette,image,LW109.jpg,#745B46,#795E49,12,1.22 x 50 m,56.6,2695.0,In Stock,True,True,674.0,instock,Painted Woods + Woods,LW109,True
LW110,LW110,Nordic Oak,02 Wood,Wood Palette,image,LW110.jpg,#B69D7F,#BFA585,12,1.22 x 50 m,78.5,3925.0,Special Order,False,True,50.0,instock,Painted Woods + Woods,LW110,True
LW111,LW111,Nordic Oak,02 Wood,Wood Palette,image,LW111.jpg,#A68F79,#AE967E,12,1.22 x 50 m,78.5,3925.0,Special Order,False,True,9.0,instock,Painted Woods + Woods,LW111,True
LW112,LW112,Nordic Oak,02 Wood,Wood Palette,image,LW112.jpg,#775E4A,#7C624C,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW113,LW113,Alpine Oak,02 Wood,Wood Palette,image,LW113.jpg,#A3865F,#AB8B63,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW114,LW114,Alpine Oak,02 Wood,Wood Palette,image,LW114.jpg,#967654,#9D7B58,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW115,LW115,Alpine Oak,02 Wood,Wood Palette,image,LW115.jpg,#745E48,#79614A,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW116,LW116,Amber Oak,02 Wood,Wood Palette,image,LW116.jpg,#9D7E5B,#A4835E,12,1.22 x 50 m,56.6,2695.0,In Stock,True,True,24.0,instock,Painted Woods + Woods,LW116,True
LW117,LW117,Amber Oak,02 Wood,Wood Palette,image,LW117.jpg,#86674B,#8C6B4E,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW118,LW118,Ebony Oak,02 Wood,Wood Palette,image,LW118.jpg,#635041,#675343,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW119,LW119,Ebony Oak,02 Wood,Wood Palette,image,LW119.jpg,#584739,#5B4A3B,12,1.22 x 50 m,78.5,3925.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,LW119,True
LW120,LW120,Ebony Oak,02 Wood,Wood Palette,image,LW120.jpg,#35312E,#35312E,12,1.22 x 50 m,56.6,2695.0,In Stock,True,True,1232.0,instock,Painted Woods + Woods,LW120,True
LW121,LW121,Arden Oak,02 Wood,Wood Palette,image,LW121.jpg,#8F795C,#8F795C,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW122,LW122,Arden Oak,02 Wood,Wood Palette,image,LW122.jpg,#55422A,#55422A,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW123,LW123,Arden Oak,02 Wood,Wood Palette,image,LW123.jpg,#413423,#413423,12,1.22 x 50 m,78.5,3925.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,LW123,True
LW201,LW201,Noa Oak,02 Wood,Wood Palette,image,LW201.jpg,#BBA37B,#BBA37B,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW202,LW202,Noa Oak,02 Wood,Wood Palette,image,LW202.jpg,#AE8D62,#AE8D62,12,1.22 x 50 m,78.5,3925.0,Special Order,False,False,,onbackorder,,,True
LW203,LW203,Noa Oak,02 Wood,Wood Palette,image,LW203.jpg,#99805D,#99805D,12,1.22 x 50 m,56.6,2695.0,In Stock,True,True,163.0,instock,Painted Woods + Woods,LW203 (NEW),True
OGW01,OGW01,Noble Oak,02 Wood,Wood Palette,image,OGW01.jpg,#795F3E,#795F3E,12,1.22 x 50 m,42.74,2035.0,In Stock,True,True,942.0,instock,Painted Woods + Woods,OGW01 (NEW),True
OGW06,OGW06,Essence Teak,02 Wood,Wood Palette,image,OGW06.jpg,#5D4B38,#5D4B38,12,1.22 x 50 m,42.74,2035.0,In Stock,True,True,103.0,instock,Painted Woods + Woods,OGW06 (NEW),True
APZ05,APZ05,Gold Crack,03 Natural Surface,Gold,image,APZ05.jpg,#6E5F1E,#736322,51,1.22 x 50 m,65.0,3250.0,Special Order,False,True,100.0,instock,Metals,APZ05,True
APZ18,APZ18,Gold Crack,03 Natural Surface,Gold,image,APZ18.jpg,#937E43,#9B8546,51,1.22 x 50 m,65.0,3250.0,Special Order,False,True,223.0,instock,Metals,APZ18,True
APZ25,APZ25,Golden Fabric,03 Natural Surface,Gold,image,APZ25.jpg,#8F6E1D,#967321,51,1.22 x 50 m,65.0,3250.0,Special Order,False,False,,onbackorder,,,True
APZ26,APZ26,Golden Fabric,03 Natural Surface,Gold,image,APZ26.jpg,#98783D,#A07E40,51,1.22 x 50 m,65.0,3250.0,Special Order,False,False,,onbackorder,,,True
NF901,NF901,Dark Grey,03 Natural Surface,Natural Fabric,image,NF901.jpg,#3A4A56,#3A4A56,47,1.22 x 30 m,137.67,4130.0,Special Order,False,False,,onbackorder,,,True
NF902,NF902,Grey,03 Natural Surface,Natural Fabric,image,NF902.jpg,#99ACB0,#99ACB0,47,1.22 x 30 m,137.67,4130.0,Special Order,False,False,,onbackorder,,,True
NF903,NF903,Beige,03 Natural Surface,Natural Fabric,image,NF903.jpg,#B4A992,#B4A992,47,1.22 x 30 m,137.67,4130.0,Special Order,False,True,14.0,instock,Fabric + Leather,NF903 (30m),True
NF904,NF904,Oxford Twill,03 Natural Surface,Natural Fabric,image,NF904.jpg,#DFD9CB,#E0DACB,47,1.22 x 30 m,137.67,4130.0,Special Order,False,True,-5.0,outofstock,Fabric + Leather,NF904 (30m),True
NF905,NF905,Oxford Twill,03 Natural Surface,Natural Fabric,image,NF905.jpg,#A09985,#A09985,47,1.22 x 30 m,137.67,4130.0,Special Order,False,True,1.0,instock,Fabric + Leather,NF905 (30m),True
NF906,NF906,Oxford Twill,03 Natural Surface,Natural Fabric,image,NF906.jpg,#625A53,#625A52,47,1.22 x 30 m,137.67,4130.0,Special Order,False,False,,onbackorder,,,True
RF001,RF001,Linen,03 Natural Surface,Real Fabric,image,RF001.jpg,#C0C2BB,#C0C2BB,48,1.22 x 30 m,110.0,3300.0,Special Order,False,True,1.0,instock,Fabric + Leather,RF001 (30m),True
RF008,RF008,Herringbone,03 Natural Surface,Real Fabric,image,RF008.jpg,#D4D3C4,#D4D3C4,48,1.22 x 30 m,92.4,2640.0,In Stock,True,True,182.0,instock,Fabric + Leather,RF008 (30m),True
RF010,RF010,Grey,03 Natural Surface,Real Fabric,image,RF010.jpg,#BFC4BD,#BFC4BD,48,1.22 x 30 m,92.4,2640.0,In Stock,True,True,1015.0,instock,Fabric + Leather,RF010 (30m),True
RF011,RF011,Cream,03 Natural Surface,Real Fabric,image,RF011.jpg,#D2D4C4,#D2D4C4,48,1.22 x 30 m,92.4,2640.0,In Stock,True,True,1680.0,instock,Fabric + Leather,RF011 (30m),True
NS601,NS601,Bronze Patina,03 Natural Surface,Real Metal,image,NS601.jpg,#3D423B,#3D423B,51,1.22 x 50 m,53.0,2650.0,Special Order,False,False,,onbackorder,,,True
NS602,NS602,Black Patina,03 Natural Surface,Real Metal,image,NS602.jpg,#27332E,#27332E,51,1.22 x 50 m,53.0,2650.0,Special Order,False,True,0.0,outofstock,Metals,NS602,True
RM002,RM002,Brushed Black Steel,03 Natural Surface,Real Metal,image,RM002.jpg,#6C7F7D,#6C7F7D,51,1.22 x 50 m,58.1,2905.0,Special Order,False,False,,onbackorder,,,True
RM003,RM003,Brushed Bronze,03 Natural Surface,Real Metal,image,RM003.jpg,#785F28,#785F28,51,1.22 x 50 m,58.1,2905.0,Special Order,False,True,2.0,instock,Metals,RM003,True
RM004,RM004,Brushed Silver,03 Natural Surface,Real Metal,image,RM004.jpg,#6D807F,#6D807F,51,1.22 x 50 m,58.1,2905.0,Special Order,False,False,,onbackorder,,,True
RM005,RM005,Dark Steel,03 Natural Surface,Real Metal,image,RM005.jpg,#667574,#667575,51,1.22 x 50 m,58.1,2905.0,Special Order,False,True,11.0,instock,Metals,RM005,True
RM007,RM007,Gold,03 Natural Surface,Real Metal,image,RM007.jpg,#AE9765,#AD9765,51,1.22 x 50 m,38.12,1815.0,In Stock,True,True,530.0,instock,Metals,RM007,True
RM008,RM008,Brushed Bronze,03 Natural Surface,Real Metal,image,RM008.jpg,#392F1D,#392F1D,51,1.22 x 50 m,38.12,1815.0,In Stock,True,True,820.0,instock,Metals,RM008,True
RM009,RM009,Brushed Gunmetal,03 Natural Surface,Real Metal,image,RM009.jpg,#181C1A,#181B1A,51,1.22 x 50 m,58.1,2905.0,Special Order,False,False,,onbackorder,,,True
RM011,RM011,Copper,03 Natural Surface,Real Metal,image,RM011.jpg,#5C5044,#5C5044,51,1.22 x 50 m,38.12,1815.0,In Stock,True,True,110.0,instock,Metals,RM011,True
RM012,RM012,Brushed Platinum,03 Natural Surface,Real Metal,image,RM012.jpg,#9EA39C,#9EA39C,51,1.22 x 50 m,38.12,1815.0,In Stock,True,True,121.0,instock,Metals,RM012,True
RM015,RM015,Brushed Titanium,03 Natural Surface,Real Metal,image,RM015.jpg,#959C92,#9DA499,51,1.22 x 50 m,58.1,2905.0,Special Order,False,True,0.0,outofstock,Metals,RM015,True
RM051,RM051,Cross Hairline Metal,03 Natural Surface,Real Metal,image,RM051.jpg,#C3C1B5,#C3C1B5,51,1.22 x 50 m,38.12,1815.0,In Stock,True,True,598.0,instock,Metals,RM051,True
SF801,SF801,Chevron Fabric,03 Natural Surface,Soft Fabric,image,SF801.jpg,#C2C5B1,#C2C5B1,46,1.22 x 50m,38.12,1815.0,In Stock,True,True,122.0,instock,Fabric + Leather,SF801 (NEW),True
SF802,SF802,Chevron Fabric,03 Natural Surface,Soft Fabric,image,SF802.jpg,#A1A799,#A1A799,46,1.22 x 50m,38.12,1815.0,In Stock,True,True,145.0,instock,Fabric + Leather,SF802 (NEW),True
SF803,SF803,Woven Fabric,03 Natural Surface,Soft Fabric,image,SF803.jpg,#C4C8B1,#C4C8B1,46,1.22 x 50m,38.12,1815.0,In Stock,True,True,503.0,instock,Fabric + Leather,SF803 (NEW),True
SF804,SF804,Woven Fabric,03 Natural Surface,Soft Fabric,image,SF804.jpg,#8D9684,#8D9684,46,1.22 x 50m,38.12,1815.0,In Stock,True,True,436.0,instock,Fabric + Leather,SF804 (NEW),True
SL401,SL401,Soft Leather,03 Natural Surface,Soft Leather,image,SL401.jpg,#DBDCD0,#DBDCD0,48,1.22 x 50m,38.12,1815.0,In Stock,True,True,346.0,instock,Fabric + Leather,SL401 (NEW),True
SL402,SL402,Soft Leather,03 Natural Surface,Soft Leather,image,SL402.jpg,#B6BBAF,#B6BBAF,48,1.22 x 50m,38.12,1815.0,In Stock,True,True,392.0,instock,Fabric + Leather,SL402 (NEW),True
SL403,SL403,Soft Leather,03 Natural Surface,Soft Leather,image,SL403.jpg,#635038,#625038,48,1.22 x 50m,38.12,1815.0,In Stock,True,True,450.0,instock,Fabric + Leather,SL403 (NEW),True
SL404,SL404,Soft Leather,03 Natural Surface,Soft Leather,image,SL404.jpg,#373425,#373425,48,1.22 x 50m,38.12,1815.0,In Stock,True,True,520.0,instock,Fabric + Leather,SL404 (NEW),True
UMI01,UMI01,Shiny Rookie,03 Natural Surface,UMI,image,UMI01.jpg,#84979D,#8B9EA5,50,1.22 x 50 m,95.0,4750.0,Special Order,False,True,140.0,instock,Metals,UMI01,True
UMI02,UMI02,Shiny Rookie,03 Natural Surface,UMI,image,UMI02.jpg,#8B9A99,#92A1A0,50,1.22 x 50 m,86.63,4125.0,In Stock,True,True,118.0,instock,Metals,UMI02,True
UMI05,UMI05,Hologram,03 Natural Surface,UMI,image,UMI05.jpg,#C7D0EB,#D1DBF7,50,1.22 x 50 m,86.63,4125.0,In Stock,True,True,124.0,instock,Metals,UMI05,True
